,rating,single_review
1933,5.0," For my husband's purposes (at work, when doing yardwork, etc"
1934,5.0,) he did not headphones at the QC35's level
1935,5.0, Overall it was the ease of the airpods and the charging case that really drove my purchase
1936,5.0, It's been one week (opened them early) and he loves them-- the only hesitation I have is him losing them (so compact
1937,5.0,)
1938,5.0, For everyday use and ease of use with apple products I would definitely recommend
1939,3.0,The battery life is OK
1940,3.0," Thankfully, I use one at a time and I can put one away to charge and pop another one in my other ear"
1941,3.0, I wouldn’t suggest wearing both and expecting to wear them for a long period of time
1942,3.0, They do charge very quickly though
1943,3.0, I love that
1944,3.0, I noticed this popping noise pretty soon after they arrived
1945,3.0, Within the first 24 hours
1946,3.0," I contacted Amazon customer service about, spoke with a very nice gentleman who assured me he would call the next day to follow up after suggesting I disconnect and re-pair them with my phone"
1947,3.0," This did help initially but within that 24 hours, the popping/crackling noise was back"
1948,3.0," Of course, he never followed up"
1949,3.0, I went ahead and kept them after reading this is an issue with AirPods
1950,3.0, Didn’t want to go through the trouble of returning just for it to happen again
1951,3.0," Anyways, I figured I’d hit em where it hurts, the review"
1952,3.0," Despite the noise, they are great"
1953,3.0," I use them quite a bit BUT if you find another brand that does the same thing for half the price, that makes sense too"
1954,5.0,I expected to not get the same sound quality out of these as the wired version since they are the same design and it's bluetooth
1955,5.0," But, along with my now HD audio Amazon music account (thank you Apple"
1956,5.0,) the music sounds great
1957,5.0, I like the integration with Siri so that she reads texts that come in and announces calls
1958,5.0," Double tap feature is configurable, like my left ear is stop/start and right ear is next track"
1959,5.0," Also, if you take one out, whatever is playing, music or video stops and then starts when you pop it back in"
1960,5.0," Additionally, I like this ""old"" design because those new squishy rubber tipped things never stay in my ears"
1961,5.0, Battery life is pretty good
1962,5.0," I haven't measured it, but I can usually get away with all day with occasional listening"
1963,5.0, Cons:
1964,5.0,"sound is a little less bass heavy, but there still is some, definitely not ""tinny"""
1965,5.0," Battery could be better, but I mean they are tiny"
1966,5.0," Very little to complain about really, definitely happy with this purchase, I recommend them"
1967,2.0,I bought this as a birthday gift for myself and my friend has been raving about AirPods so I wanted to try it for myself
1968,2.0," The sound quality is okay but when I listen to death metal, it just sounds like people are screaming"
1969,2.0, Noise concellation is okay but not as good as the airpod pros
1970,2.0, The battery life is not good
1971,2.0, I used this airpod for a few hours and it needs to be charged again
1972,2.0, This is only for people who is okay with charging their airpod after a few hour use
1973,2.0, There are other earbuds that have a better sound quality and a longer battery life
1974,4.0,I finally decided to take the plunge and purchase these when they were on sale
1975,4.0," I just couldn’t see paying the full retail price for headphones, no matter how good they were supposed to be"
1976,4.0," Despite the less than perfect fit in my left ear, I do not regret my purchase, the sound is excellent whether you are listening to something, or speaking on the phone"
1977,4.0," While the battery life can always be improved on devices like these, the wired case makes charging easy (I love how the sound slowly decreases to let you know you battery cycle is nearly at an end)"
1978,4.0," While the cheap in me will likely never be able to justify paying full price for a more advanced and more comfortable version, which the pros are reported to be, I do see me one day upgrading to the Pros if I catch a good sale"
1979,5.0,"I am an android user, and I generally stay away from Apple products due to their higher price, and inflexibility of integration with non apple products"
1980,5.0," My son had a pair of pods, which I tried with my Samsung Galaxy phone - when I saw how great they are, I had to purchase a pair for myself, and I have had it over over a month now"
1981,5.0,1) Pairing is effortless and quick
1982,5.0,"2) Quality is amazing - crisp, clear"
1983,5.0,3) Battery life has been great so far
1984,5.0," I've been listening to audio books while walking for 2-3 hours at a time, and battery lasted more than that without needed to recharge in the case"
1985,5.0,4) I don't feel that they are in my ears
1986,5.0," They are so light and comfortable, that sometimes I have to touch my ear to make sure that they didn't fall off"
1987,5.0," Any other pods, my ear starts to feel an annoying dull pain after some time - but not with these"
1988,5.0, They've been in my ear for over 3 hours without any discomfort
1989,5.0,5) Speaking of falling off - they won't
1990,5.0," The design is fantastic, so unless you're flicking them off on purpose - they will stay in the ear"
1991,5.0," I had worked out with them (push ups, stomach crunches, etc"
1992,5.0,"), and never had to adjust them"
1993,5.0,"6) I am not looking for noise cancellation features with pods, because when I go for walks, I want to be able to hear ambiance noise for awareness"
1994,5.0," While they not intended to block noise, they do a good job in transmitting strong and clear sound"
1995,5.0, I often times have to reduce the volume to be able to still hear ambiance noise when outdoors
1996,5.0," Next to a busy street, I do need to increase the volume, but that's expected"
1997,5.0,"I don't use the gestures much, so can't comment on their responsiveness/usefulness, but I feel like a fool for wasting money on knock off brands for a third of the price, to see how terrible terrible their quality is in comparison (sound quality, pairing dependability, comfort)"
1998,5.0," Also, this is not a wireless case, so you will need to charge with a cable"
1999,5.0,"Overall, this is a solid piece of engineering that I would strongly recommend over any knockoff or other competitors"
2000,3.0,Very nice 
2001,3.0, Only ear buds that fit
2002,3.0,* update * after 6 weeks the batteries wouldn’t charge completely 
